iter	Passed	Remaining
419	2290	3163
420	2294	3155
421	2301	3151
422	2303	3142
423	2307	3134
424	2310	3125
425	2316	3121
426	2319	3113
427	2324	3107
428	2332	3104
429	2335	3096
430	2349	3101
431	2352	3093
432	2358	3088
433	2365	3084
434	2368	3076
435	2371	3068
436	2379	3065
437	2385	3061
438	2389	3053
439	2395	3049
440	2400	3043
441	2405	3036
442	2412	3033
443	2416	3026
444	2431	3032
445	2434	3024
446	2437	3016
447	2445	3013
448	2450	3006
449	2474	3024
450	2477	3016
451	2481	3008
452	2484	3000
453	2492	2997
454	2497	2991
455	2501	2983
456	2507	2979
457	2537	3002
458	2541	2995
459	2545	2987
460	2558	2990
461	2565	2986
462	2597	3012
463	2605	3010
464	2611	3004
465	2617	2999
466	2621	2991
467	2628	2987
468	2637	2985
469	2643	2980
470	2649	2975
471	2657	2973
472	2682	2989
473	2687	2982
474	2691	2974
475	2697	2969
476	2701	2962
477	2705	2954
478	2719	2957
479	2722	2949
480	2725	2940
481	2731	2935
482	2736	2928
483	2740	2921
484	2747	2917
485	2751	2909
486	2765	2912
487	2768	2904
488	2771	2896
489	2780	2893
490	2784	2886
491	2792	2883
492	2797	2876
493	2829	2897
494	2834	2891
495	2841	2887
496	2845	2880
497	2850	2873
498	2857	2868
499	2861	2861
500	2877	2866
501	2881	2858
502	2886	2851
503	2891	2845
504	2894	2837
505	2898	2829
506	2906	2826
507	2913	2821
508	2923	2819
509	2928	2813
510	2934	2807
511	2937	2800
512	2941	2792
513	2950	2789
514	2954	2782
515	2957	2774
516	2960	2766
517	2966	2760
518	2972	2754
519	2979	2750
520	2984	2744
521	2989	2737
522	2997	2733
523	3004	2729
524	3012	2725
525	3018	2719
526	3023	2714
527	3028	2707
528	3033	2701
529	3043	2699
530	3057	2700
531	3063	2695
532	3067	2687
533	3077	2685
534	3082	2679
535	3090	2675
536	3097	2670
537	3106	2667
538	3110	2660
539	3115	2654
540	3122	2649
541	3126	2642
542	3130	2634
543	3137	2629
544	3141	2622
545	3147	2616
546	3154	2612
547	3160	2606
548	3166	2600
549	3169	2593
550	3173	2585
551	3176	2578
552	3183	2573
553	3187	2565
554	3192	2559
555	3205	2559
556	3219	2560
557	3223	2553
558	3236	2553
559	3239	2545
560	3243	2538
561	3247	2530
562	3250	2522
563	3253	2514
564	3258	2509
565	3262	2501
566	3264	2493
567	3270	2487
568	3278	2483
569	3282	2476
570	3285	2468
571	3291	2463
572	3295	2455
573	3299	2448
574	3305	2442
575	3307	2434
576	3311	2428
577	3315	2420
578	3320	2414
579	3323	2406
580	3327	2399
581	3331	2392
582	3335	2385
583	3338	2377
584	3340	2369
585	3343	2361
586	3345	2353
587	3350	2347
588	3353	2339
589	3355	2332
590	3358	2324
591	3362	2317
592	3367	2311
593	3372	2304
594	3374	2296
595	3377	2289
596	3381	2282
597	3384	2275
598	3386	2267
599	3389	2259
600	3391	2251
601	3396	2245
602	3399	2237
603	3401	2230
604	3403	2222
605	3406	2214
606	3410	2208
607	3413	2200
608	3415	2193
609	3417	2185
610	3420	2177
611	3422	2170
612	3426	2163
613	3429	2155
614	3431	2148
615	3434	2140
616	3436	2133
617	3441	2127
618	3445	2120
619	3449	2114
620	3459	2111
621	3463	2104
622	3466	2097
623	3473	2093
624	3476	2085
625	3479	2078
626	3483	2072
627	3490	2067
628	3495	2061
629	3498	2054
630	3506	2050
631	3509	2043
632	3517	2039
633	3520	2032
634	3524	2025
635	3527	2018
636	3532	2012
637	3535	2006
638	3538	1999
639	3541	1992
640	3545	1985
641	3549	1979
642	3552	1972
643	3557	1966
644	3564	1962
645	3568	1955
646	3570	1948
647	3575	1942
648	3580	1936
649	3583	1929
650	3586	1922
651	3590	1916
652	3593	1909
653	3596	1902
654	3599	1896
655	3605	1890
656	3608	1883
657	3610	1876
658	3613	1869
659	3615	1862
660	3618	1856
661	3621	1849
662	3624	1842
663	3626	1835
664	3629	1828
665	3631	1821
666	3635	1815
667	3637	1808
668	3640	1801
669	3642	1794
670	3644	1787
671	3650	1781
672	3652	1774
673	3655	1767
674	3657	1760
675	3659	1754
676	3664	1748
677	3667	1741
678	3669	1734
679	3672	1728
680	3675	1721
681	3680	1716
682	3683	1709
683	3685	1702
684	3688	1695
685	3690	1689
686	3695	1683
687	3697	1676
688	3700	1670
689	3702	1663
690	3704	1656
691	3710	1651
692	3712	1644
693	3715	1638
694	3717	1631
695	3719	1624
696	3727	1620
697	3730	1613
698	3732	1607
699	3734	1600
700	3740	1595
701	3742	1588
702	3744	1582
703	3747	1575
704	3749	1568
705	3753	1563
706	3756	1556
707	3758	1550
708	3761	1543
709	3763	1537
710	3769	1531
711	3771	1525
712	3773	1519
713	3776	1512
714	3778	1506
715	3781	1499
716	3785	1494
717	3787	1487
718	3789	1481
719	3792	1474
720	3795	1468
721	3799	1463
722	3802	1456
723	3804	1450
724	3806	1444
725	3809	1437
726	3814	1432
727	3816	1426
728	3819	1419
729	3821	1413
730	3831	1409
731	3834	1403
732	3838	1398
733	3846	1393
734	3850	1388
735	3854	1382
736	3860	1377
737	3863	1371
738	3867	1365
739	3869	1359
740	3875	1354
741	3878	1348
742	3882	1342
743	3885	1336
744	3891	1332
745	3894	1325
746	3897	1320
747	3901	1314
748	3907	1309
749	3910	1303
750	3913	1297
751	3916	1291
752	3922	1286
753	3926	1281
754	3929	1275
755	3932	1269
756	3938	1264
757	3942	1258
758	3945	1252
759	3948	1246
760	3953	1241
761	3956	1235
762	3959	1229
763	3965	1224
764	3969	1219
765	3972	1213
766	3976	1207
767	3980	1202
768	3983	1196
769	3985	1190
770	3987	1184
771	3990	1178
772	3995	1173
773	3997	1167
774	4000	1161
775	4002	1155
776	4004	1149
777	4009	1144
778	4011	1138
779	4014	1132
780	4016	1126
781	4018	1120
782	4023	1114
783	4025	1109
784	4028	1103
785	4030	1097
786	4033	1091
787	4035	1085
788	4039	1080
789	4042	1074
790	4044	1068
791	4047	1062
792	4054	1058
793	4056	1052
794	4058	1046
795	4061	1040
796	4063	1035
797	4068	1029
798	4071	1024
799	4074	1018
800	4076	1012
801	4079	1007
802	4084	1002
803	4086	996
804	4089	990
805	4091	984
806	4094	979
807	4098	974
808	4101	968
809	4103	962
810	4106	956
811	4108	951
812	4113	946
813	4115	940
814	4117	934
815	4120	929
816	4122	923
817	4125	917
818	4129	912
819	4132	907
820	4134	901
821	4139	896
822	4144	891
823	4146	885
824	4149	880
825	4151	874
826	4153	868
827	4158	863
828	4160	858
829	4163	852
830	4165	847
831	4168	841
832	4173	836
833	4176	831
834	4180	826
835	4182	820
836	4187	815
837	4190	810
838	4197	805
839	4209	801
840	4216	797
841	4221	792
842	4224	786
843	4230	782
844	4237	777
845	4240	771
846	4246	767
847	4251	762
848	4254	756
849	4258	751
850	4265	746
851	4269	741
852	4273	736
853	4280	731
854	4283	726
855	4286	721
856	4289	715
857	4295	710
858	4298	705
859	4301	700
860	4304	694
861	4310	690
862	4313	684
863	4316	679
864	4318	674
865	4325	669
866	4328	663
867	4331	658
868	4335	653
869	4341	648
870	4344	643
871	4347	638
872	4352	633
873	4355	627
874	4357	622
875	4359	617
876	4362	611
877	4367	606
878	4369	601
879	4371	596
880	4374	590
881	4376	585
882	4381	580
883	4384	575
884	4386	570
885	4388	564
886	4391	559
887	4395	554
888	4398	549
889	4400	543
890	4403	538
891	4405	533
892	4408	528
893	4412	523
894	4414	517
895	4417	512
896	4419	507
897	4424	502
898	4427	497
899	4429	492
900	4432	487
901	4434	481
902	4436	476
903	4440	471
904	4443	466
905	4445	461
906	4448	456
907	4450	450
908	4454	445
909	4457	440
910	4460	435
911	4462	430
912	4465	425
913	4469	420
914	4472	415
915	4474	410
916	4477	405
917	4479	400
918	4484	395
919	4486	390
920	4489	385
921	4491	379
922	4493	374
923	4496	369
924	4500	364
925	4503	359
926	4505	354
927	4507	349
928	4510	344
929	4514	339
930	4516	334
931	4519	329
932	4521	324
933	4524	319
934	4528	314
935	4531	309
936	4533	304
937	4535	299
938	4538	294
939	4542	289
940	4545	284
941	4547	280
942	4550	275
943	4552	270
944	4557	265
945	4560	260
946	4562	255
947	4565	250
948	4568	245
949	4574	240
950	4577	235
951	4580	230
952	4583	226
953	4590	221
954	4593	216
955	4596	211
956	4598	206
957	4603	201
958	4605	196
959	4607	191
960	4610	187
961	4613	182
962	4618	177
963	4620	172
964	4623	167
965	4625	162
966	4628	157
967	4632	153
968	4635	148
969	4639	143
970	4642	138
971	4647	133
972	4649	129
973	4652	124
974	4655	119
975	4658	114
976	4664	109
977	4667	104
978	4670	100
979	4673	95
980	4678	90
981	4682	85
982	4685	81
983	4688	76
984	4694	71
985	4698	66
986	4702	61
987	4708	57
988	4715	52
989	4719	47
990	4726	42
991	4728	38
992	4732	33
993	4735	28
994	4740	23
995	4743	19
996	4746	14
997	4749	9
998	4754	4
999	4757	0
